Profile Name,Start Time,Duration,Game Title,Game Version,Platform,Device Type,Country,Esn,Ip
Talia,2024-11-09 02:31:41,37,Netflix Stories,1.7.3435,iosGame,APPLE_iPhone12-1,AU,NFAPPL-02-IPHONE12=1-26FMLO7T675NE2SH4322WAJDTUTMTQAMELNM2732QRZHMK6WKSIQ,101.178.23.202
