Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Dad,Trailer: GTA: San Andreas - The Definitive Edition,Firefox PC (Cadmium),2025-05-28 08:55:21,AU,"[{""eventType"":""start"",""sessionOffsetMs"":35,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":343,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":6374,""mediaOffsetMs"":5258}]"
Dad,"The Gentlemen: Season 1: ""All Eventualities""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 07:26:30,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":2194,""mediaOffsetMs"":5000},{""eventType"":""paused"",""sessionOffsetMs"":529758,""mediaOffsetMs"":532524},{""eventType"":""playing"",""sessionOffsetMs"":534792,""mediaOffsetMs"":532524},{""eventType"":""paused"",""sessionOffsetMs"":1012449,""mediaOffsetMs"":1010031},{""eventType"":""stopped"",""sessionOffsetMs"":1620479,""mediaOffsetMs"":1010031}]"
Dad,"The Gentlemen: Season 1: ""I've Hundreds of Cousins""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 06:45:33,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":2268,""mediaOffsetMs"":5000},{""eventType"":""paused"",""sessionOffsetMs"":2457121,""mediaOffsetMs"":2459807},{""eventType"":""stopped"",""sessionOffsetMs"":2457705,""mediaOffsetMs"":2459678}]"
Dad,"The Gentlemen: Season 1: ""An Unsympathetic Gentleman""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 06:34:59,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1662000},{""eventType"":""playing"",""sessionOffsetMs"":4270,""mediaOffsetMs"":1662000},{""eventType"":""paused"",""sessionOffsetMs"":635904,""mediaOffsetMs"":2293594},{""eventType"":""stopped"",""sessionOffsetMs"":636332,""mediaOffsetMs"":2293472}]"
Dad,"The Gentlemen: Season 1: ""Tackle Tommy Woo Woo""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 06:34:36,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5916},{""eventType"":""playing"",""sessionOffsetMs"":4799,""mediaOffsetMs"":5916},{""eventType"":""paused"",""sessionOffsetMs"":14586,""mediaOffsetMs"":15664},{""eventType"":""stopped"",""sessionOffsetMs"":25018,""mediaOffsetMs"":15664}]"
Dad,"The Gentlemen: Season 1: ""An Unsympathetic Gentleman""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 03:15:04,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":1679,""mediaOffsetMs"":5000},{""eventType"":""paused"",""sessionOffsetMs"":1660857,""mediaOffsetMs"":1664137},{""eventType"":""stopped"",""sessionOffsetMs"":2270068,""mediaOffsetMs"":1664137}]"
Dad,"The Gentlemen: Season 1: ""Where's My Weed At?""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 03:01:22,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1789750},{""eventType"":""playing"",""sessionOffsetMs"":1791,""mediaOffsetMs"":1789750},{""eventType"":""paused"",""sessionOffsetMs"":182653,""mediaOffsetMs"":1970566},{""eventType"":""reposition"",""sessionOffsetMs"":190473,""mediaOffsetMs"":2110000},{""eventType"":""playing"",""sessionOffsetMs"":190792,""mediaOffsetMs"":2102875},{""eventType"":""paused"",""sessionOffsetMs"":272412,""mediaOffsetMs"":2184474},{""eventType"":""reposition"",""sessionOffsetMs"":281037,""mediaOffsetMs"":2290000},{""eventType"":""playing"",""sessionOffsetMs"":281452,""mediaOffsetMs"":2288791},{""eventType"":""paused"",""sessionOffsetMs"":823331,""mediaOffsetMs"":2830746},{""eventType"":""stopped"",""sessionOffsetMs"":823651,""mediaOffsetMs"":2830634}]"
Dad,"The Gentlemen: Season 1: ""Tackle Tommy Woo Woo""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 03:01:05,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4002,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":13606,""mediaOffsetMs"":9591},{""eventType"":""stopped"",""sessionOffsetMs"":20545,""mediaOffsetMs"":9591}]"
Dad,"The Gentlemen: Season 1: ""Where's My Weed At?""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 01:26:55,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":1774,""mediaOffsetMs"":5000},{""eventType"":""paused"",""sessionOffsetMs"":1138051,""mediaOffsetMs"":1141228},{""eventType"":""reposition"",""sessionOffsetMs"":1143916,""mediaOffsetMs"":1240000},{""eventType"":""playing"",""sessionOffsetMs"":1144500,""mediaOffsetMs"":1237333},{""eventType"":""paused"",""sessionOffsetMs"":1704036,""mediaOffsetMs"":1796952},{""eventType"":""stopped"",""sessionOffsetMs"":2312317,""mediaOffsetMs"":1796952}]"
Dad,"The Gentlemen: Season 1: ""Tackle Tommy Woo Woo""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 01:22:40,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3442833},{""eventType"":""playing"",""sessionOffsetMs"":3797,""mediaOffsetMs"":3442833},{""eventType"":""paused"",""sessionOffsetMs"":5932,""mediaOffsetMs"":3444939},{""eventType"":""reposition"",""sessionOffsetMs"":9486,""mediaOffsetMs"":3360000},{""eventType"":""playing"",""sessionOffsetMs"":10564,""mediaOffsetMs"":3359625},{""eventType"":""paused"",""sessionOffsetMs"":256707,""mediaOffsetMs"":3605752},{""eventType"":""stopped"",""sessionOffsetMs"":258040,""mediaOffsetMs"":3605632}]"
Dad,"The Gentlemen: Season 1: ""Tackle Tommy Woo Woo""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 01:22:29,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3442833},{""eventType"":""playing"",""sessionOffsetMs"":4309,""mediaOffsetMs"":3442833},{""eventType"":""paused"",""sessionOffsetMs"":9541,""mediaOffsetMs"":3448041},{""eventType"":""stopped"",""sessionOffsetMs"":12047,""mediaOffsetMs"":3448041}]"
Dad,"The Gentlemen: Season 1: ""Tackle Tommy Woo Woo""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:55:24,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3432000},{""eventType"":""playing"",""sessionOffsetMs"":3025,""mediaOffsetMs"":3432000},{""eventType"":""paused"",""sessionOffsetMs"":15659,""mediaOffsetMs"":3444602},{""eventType"":""stopped"",""sessionOffsetMs"":623731,""mediaOffsetMs"":3444602}]"
Dad,Manifest: Season 1_hook_primary_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:55:01,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2293},{""eventType"":""stopped"",""sessionOffsetMs"":967,""mediaOffsetMs"":2293}]"
Dad,Sense8 (Trailer),Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:55:01,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2293},{""eventType"":""stopped"",""sessionOffsetMs"":1704,""mediaOffsetMs"":2293}]"
Dad,Trailer: WWE Money in the Bank,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:54:58,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2742,""mediaOffsetMs"":0}]"
Dad,"Griselda: Limited Series: ""Lady Comes to Town""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:51:43,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3641,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4203,""mediaOffsetMs"":562},{""eventType"":""playing"",""sessionOffsetMs"":19886,""mediaOffsetMs"":562},{""eventType"":""paused"",""sessionOffsetMs"":21613,""mediaOffsetMs"":2293},{""eventType"":""stopped"",""sessionOffsetMs"":23150,""mediaOffsetMs"":2200}]"
Dad,Pine Gap: Season 1_hook_02_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:51:43,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":12856},{""eventType"":""stopped"",""sessionOffsetMs"":1103,""mediaOffsetMs"":12856}]"
Dad,Clip 3: Don't Move,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:51:43,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":12856},{""eventType"":""stopped"",""sessionOffsetMs"":1038,""mediaOffsetMs"":12856}]"
Dad,Limited Series Villain / Antagonist Clip: Griselda,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:51:40,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2521,""mediaOffsetMs"":0}]"
Dad,"Who is Erin Carter?: Limited Series: ""Episode 1""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:51:07,AU,"[{""eventType"":""start"",""sessionOffsetMs"":15310,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":16005,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":28825,""mediaOffsetMs"":12856},{""eventType"":""stopped"",""sessionOffsetMs"":30505,""mediaOffsetMs"":12735}]"
Dad,Limited Series Plot Clip: Who is Erin Carter?,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:48,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2723,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":18163,""mediaOffsetMs"":15436},{""eventType"":""stopped"",""sessionOffsetMs"":19428,""mediaOffsetMs"":15142}]"
Dad,Pine Gap: Season 1_hook_02_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:45,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3300,""mediaOffsetMs"":0}]"
Dad,Clip 3: Don't Move,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:43,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1902,""mediaOffsetMs"":0}]"
Dad,Limited Series Villain / Antagonist Clip: Griselda,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:32,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2288,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11276,""mediaOffsetMs"":8976},{""eventType"":""stopped"",""sessionOffsetMs"":12753,""mediaOffsetMs"":8976}]"
Dad,Bloodline (Trailer),Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:27,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2727,""mediaOffsetMs"":0}]"
Dad,Trailer: WWE Money in the Bank,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:25,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1966,""mediaOffsetMs"":0}]"
Dad,The Mysterious,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:24,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1094,""mediaOffsetMs"":0}]"
Dad,Inside Man: Most Wanted,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:17,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1393558},{""eventType"":""playing"",""sessionOffsetMs"":3224,""mediaOffsetMs"":1393558},{""eventType"":""paused"",""sessionOffsetMs"":6285,""mediaOffsetMs"":1396591},{""eventType"":""stopped"",""sessionOffsetMs"":7621,""mediaOffsetMs"":1396480}]"
Dad,Inside Man 2_hook_04_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:15,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1897,""mediaOffsetMs"":0}]"
Dad,The Mysterious,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:14,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1681,""mediaOffsetMs"":0}]"
Dad,The Electric State,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:05,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":6842708},{""eventType"":""playing"",""sessionOffsetMs"":4986,""mediaOffsetMs"":6842708},{""eventType"":""paused"",""sessionOffsetMs"":8585,""mediaOffsetMs"":6846273},{""eventType"":""stopped"",""sessionOffsetMs"":10079,""mediaOffsetMs"":6846163}]"
Dad,Trailer: The Electric State,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:50:02,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":938666},{""eventType"":""stopped"",""sessionOffsetMs"":2005,""mediaOffsetMs"":938666}]"
Dad,iHostage,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:40:59,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":125375},{""eventType"":""playing"",""sessionOffsetMs"":3526,""mediaOffsetMs"":125375},{""eventType"":""paused"",""sessionOffsetMs"":14023,""mediaOffsetMs"":135773},{""eventType"":""playing"",""sessionOffsetMs"":23162,""mediaOffsetMs"":135773},{""eventType"":""paused"",""sessionOffsetMs"":510934,""mediaOffsetMs"":623589},{""eventType"":""reposition"",""sessionOffsetMs"":519376,""mediaOffsetMs"":930000},{""eventType"":""playing"",""sessionOffsetMs"":520832,""mediaOffsetMs"":929625},{""eventType"":""paused"",""sessionOffsetMs"":527901,""mediaOffsetMs"":936771},{""eventType"":""playing"",""sessionOffsetMs"":533683,""mediaOffsetMs"":936771},{""eventType"":""paused"",""sessionOffsetMs"":535535,""mediaOffsetMs"":938666},{""eventType"":""stopped"",""sessionOffsetMs"":544158,""mediaOffsetMs"":938666}]"
Dad,Trailer : iHostage,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:40:51,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2513,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":7747,""mediaOffsetMs"":5218},{""eventType"":""stopped"",""sessionOffsetMs"":9052,""mediaOffsetMs"":5167}]"
Dad,Inside Man 2_hook_04_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:40:50,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1395824},{""eventType"":""stopped"",""sessionOffsetMs"":1920,""mediaOffsetMs"":1395824}]"
Dad,Inside Man 2_hook_04_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:40:46,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2361,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3082,""mediaOffsetMs"":716},{""eventType"":""stopped"",""sessionOffsetMs"":4576,""mediaOffsetMs"":716}]"
Dad,Inside Man: Most Wanted,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:48,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3768,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":293070,""mediaOffsetMs"":289295},{""eventType"":""playing"",""sessionOffsetMs"":299240,""mediaOffsetMs"":289295},{""eventType"":""paused"",""sessionOffsetMs"":340150,""mediaOffsetMs"":330096},{""eventType"":""playing"",""sessionOffsetMs"":356898,""mediaOffsetMs"":330096},{""eventType"":""paused"",""sessionOffsetMs"":1353499,""mediaOffsetMs"":1326746},{""eventType"":""reposition"",""sessionOffsetMs"":1355808,""mediaOffsetMs"":1390000},{""eventType"":""playing"",""sessionOffsetMs"":1356277,""mediaOffsetMs"":1389012},{""eventType"":""paused"",""sessionOffsetMs"":1363094,""mediaOffsetMs"":1395824},{""eventType"":""stopped"",""sessionOffsetMs"":1378908,""mediaOffsetMs"":1395824}]"
Dad,Tiger King: Tiger Attack,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:40,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1285,""mediaOffsetMs"":0}]"
Dad,Inside Man 2_hook_04_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:39,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2184,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9059,""mediaOffsetMs"":6855},{""eventType"":""stopped"",""sessionOffsetMs"":10326,""mediaOffsetMs"":6810}]"
Dad,White Line: Season 1 PVS Clip 6,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:36,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1165,""mediaOffsetMs"":0}]"
Dad,White Line: Season 1 PVS Clip 6,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:36,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1173,""mediaOffsetMs"":0}]"
Dad,Supporting Character Clip: Ganglands,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:35,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1760,""mediaOffsetMs"":0}]"
Dad,Season 1 Character Intro Clip: Our Planet II,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:31,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1344,""mediaOffsetMs"":0}]"
Dad,"Limited Series Trailer: Pepsi, Where's My Jet?",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:31,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2013,""mediaOffsetMs"":0}]"
Dad,Season 1 Moment of High Emotion Clip 2: American Nightmare,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:29,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1765,""mediaOffsetMs"":0}]"
Dad,Sensory Clip: The Greatest Night in Pop,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:25,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1634,""mediaOffsetMs"":0}]"
Dad,Limited Series Plot Clip: Who is Erin Carter?,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:23,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2443,""mediaOffsetMs"":0}]"
Dad,Clip 3: Don't Move,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:17,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2252,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4547,""mediaOffsetMs"":2323},{""eventType"":""stopped"",""sessionOffsetMs"":6243,""mediaOffsetMs"":2323}]"
Dad,Limited Series Villain / Antagonist Clip: Griselda,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:13,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2179,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4000,""mediaOffsetMs"":1802},{""eventType"":""stopped"",""sessionOffsetMs"":5434,""mediaOffsetMs"":1802}]"
Dad,Sense8 (Trailer),Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:11,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3116,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3371,""mediaOffsetMs"":255},{""eventType"":""stopped"",""sessionOffsetMs"":4717,""mediaOffsetMs"":255}]"
Dad,Manifest: Season 1_hook_primary_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:17:02,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2277,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":8875,""mediaOffsetMs"":6593},{""eventType"":""stopped"",""sessionOffsetMs"":10137,""mediaOffsetMs"":6568}]"
Dad,The Sinner: Season 4: Percy - CLM 3,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:59,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2197,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2650,""mediaOffsetMs"":439},{""eventType"":""stopped"",""sessionOffsetMs"":4074,""mediaOffsetMs"":439}]"
Dad,BlackBerry_hook_primary_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:54,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2394,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5153,""mediaOffsetMs"":2753},{""eventType"":""stopped"",""sessionOffsetMs"":6625,""mediaOffsetMs"":2753}]"
Dad,Season 1 Genre Specific Moment Clip 4: 3 Body Problem,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:54,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1140,""mediaOffsetMs"":0}]"
Dad,Limited Series Clip 3: The Madness,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:51,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1687,""mediaOffsetMs"":0}]"
Dad,The Mysterious,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:49,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1379,""mediaOffsetMs"":0}]"
Dad,Bloodline (Trailer),Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:46,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2245,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3386,""mediaOffsetMs"":1133},{""eventType"":""stopped"",""sessionOffsetMs"":4742,""mediaOffsetMs"":1133}]"
Dad,Trailer: WWE Money in the Bank,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:36,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2706,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":10996,""mediaOffsetMs"":8280},{""eventType"":""stopped"",""sessionOffsetMs"":12353,""mediaOffsetMs"":8280}]"
Dad,The Mysterious,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:31,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2463,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4922,""mediaOffsetMs"":2453},{""eventType"":""stopped"",""sessionOffsetMs"":6225,""mediaOffsetMs"":2371}]"
Dad,Season 1 Clip 4: American Manhunt: Osama Bin Laden,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:16:20,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3066,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11828,""mediaOffsetMs"":8745},{""eventType"":""stopped"",""sessionOffsetMs"":13291,""mediaOffsetMs"":8745}]"
Dad,Bloodline (Trailer),Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-05-26 00:14:02,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4419,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":136004,""mediaOffsetMs"":131627},{""eventType"":""playing"",""sessionOffsetMs"":137418,""mediaOffsetMs"":131627},{""eventType"":""paused"",""sessionOffsetMs"":138433,""mediaOffsetMs"":132586},{""eventType"":""stopped"",""sessionOffsetMs"":139218,""mediaOffsetMs"":132586}]"
