Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Dad,Season 1 Clip 11: The Comeback: 2004 Boston Red Sox,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-06-15 10:48:17,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":10174,""mediaOffsetMs"":0}]"
Dad,Limited Series Clip 3: The Survivors,Apple iPhone 16 Pro iPhone,2025-06-14 05:07:24,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":973,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5013,""mediaOffsetMs"":4040}]"
Dad,"3 Body Problem: Season 1: ""Judgment Day""",Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-06-13 11:32:56,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":297213},{""eventType"":""playing"",""sessionOffsetMs"":5623,""mediaOffsetMs"":297213},{""eventType"":""paused"",""sessionOffsetMs"":1604591,""mediaOffsetMs"":1896147},{""eventType"":""playing"",""sessionOffsetMs"":2195846,""mediaOffsetMs"":1896147},{""eventType"":""paused"",""sessionOffsetMs"":2197225,""mediaOffsetMs"":1897373},{""eventType"":""reposition"",""sessionOffsetMs"":2211420,""mediaOffsetMs"":470000},{""eventType"":""playing"",""sessionOffsetMs"":2212535,""mediaOffsetMs"":466007},{""eventType"":""paused"",""sessionOffsetMs"":2213576,""mediaOffsetMs"":467070},{""eventType"":""stopped"",""sessionOffsetMs"":2223018,""mediaOffsetMs"":467070}]"
Dad,Season 1 Genre Specific Moment Clip 2: 3 Body Problem,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-06-13 11:32:55,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":4057},{""eventType"":""stopped"",""sessionOffsetMs"":2132,""mediaOffsetMs"":4057}]"
Dad,American Made_hook_01_16x9,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-06-13 11:32:53,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":4057},{""eventType"":""stopped"",""sessionOffsetMs"":1912,""mediaOffsetMs"":4057}]"
Dad,Plot Clip: Atlas,Google Chromecast Chromecast with GTV 1080P Set Top Box,2025-06-13 11:32:43,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5402,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9439,""mediaOffsetMs"":4057},{""eventType"":""stopped"",""sessionOffsetMs"":11461,""mediaOffsetMs"":4057}]"
Dad,Limited Series Clip 7: The Survivors,Apple iPhone 16 Pro iPhone,2025-06-13 08:52:56,AU,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":977,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":11757,""mediaOffsetMs"":10780}]"
Dad,Dune: Part Two,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-11 18:50:30,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":6536,""mediaOffsetMs"":0}]"
Dad,Dune: Part Two,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 19:36:25,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3211},{""eventType"":""playing"",""sessionOffsetMs"":3734,""mediaOffsetMs"":3211},{""eventType"":""paused"",""sessionOffsetMs"":8885,""mediaOffsetMs"":8378},{""eventType"":""reposition"",""sessionOffsetMs"":33030,""mediaOffsetMs"":1840000},{""eventType"":""playing"",""sessionOffsetMs"":33994,""mediaOffsetMs"":1838257},{""eventType"":""paused"",""sessionOffsetMs"":34698,""mediaOffsetMs"":1838951},{""eventType"":""reposition"",""sessionOffsetMs"":34698,""mediaOffsetMs"":1828948},{""eventType"":""playing"",""sessionOffsetMs"":37469,""mediaOffsetMs"":1825532},{""eventType"":""paused"",""sessionOffsetMs"":628970,""mediaOffsetMs"":2417032},{""eventType"":""playing"",""sessionOffsetMs"":1424391,""mediaOffsetMs"":2417032},{""eventType"":""paused"",""sessionOffsetMs"":1943451,""mediaOffsetMs"":2935952},{""eventType"":""reposition"",""sessionOffsetMs"":1943451,""mediaOffsetMs"":2925942},{""eventType"":""playing"",""sessionOffsetMs"":1947546,""mediaOffsetMs"":2907446},{""eventType"":""paused"",""sessionOffsetMs"":4279743,""mediaOffsetMs"":5239643},{""eventType"":""stopped"",""sessionOffsetMs"":4291864,""mediaOffsetMs"":5239643}]"
Dad,Dune: Part Two,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 18:23:56,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1178886},{""eventType"":""playing"",""sessionOffsetMs"":2746,""mediaOffsetMs"":1178886},{""eventType"":""paused"",""sessionOffsetMs"":570330,""mediaOffsetMs"":1746383},{""eventType"":""reposition"",""sessionOffsetMs"":570330,""mediaOffsetMs"":1736367},{""eventType"":""playing"",""sessionOffsetMs"":572887,""mediaOffsetMs"":1722053},{""eventType"":""paused"",""sessionOffsetMs"":730312,""mediaOffsetMs"":1879455},{""eventType"":""reposition"",""sessionOffsetMs"":730312,""mediaOffsetMs"":1869452},{""eventType"":""playing"",""sessionOffsetMs"":732480,""mediaOffsetMs"":1849889},{""eventType"":""paused"",""sessionOffsetMs"":862610,""mediaOffsetMs"":1980250},{""eventType"":""reposition"",""sessionOffsetMs"":862610,""mediaOffsetMs"":1970244},{""eventType"":""playing"",""sessionOffsetMs"":869122,""mediaOffsetMs"":1825532},{""eventType"":""paused"",""sessionOffsetMs"":872253,""mediaOffsetMs"":1828660},{""eventType"":""stopped"",""sessionOffsetMs"":1195337,""mediaOffsetMs"":1828660}]"
Dad,Dune: Part Two_hook_primary_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 18:23:32,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2507,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":23962,""mediaOffsetMs"":21460},{""eventType"":""stopped"",""sessionOffsetMs"":25314,""mediaOffsetMs"":21199}]"
Dad,Dune: Part Two,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:27:47,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3211},{""eventType"":""playing"",""sessionOffsetMs"":2418,""mediaOffsetMs"":3211},{""eventType"":""paused"",""sessionOffsetMs"":5425,""mediaOffsetMs"":6235},{""eventType"":""playing"",""sessionOffsetMs"":20835,""mediaOffsetMs"":6235},{""eventType"":""paused"",""sessionOffsetMs"":258139,""mediaOffsetMs"":243586},{""eventType"":""reposition"",""sessionOffsetMs"":258139,""mediaOffsetMs"":233571},{""eventType"":""playing"",""sessionOffsetMs"":258377,""mediaOffsetMs"":233571},{""eventType"":""paused"",""sessionOffsetMs"":258701,""mediaOffsetMs"":236302},{""eventType"":""reposition"",""sessionOffsetMs"":258701,""mediaOffsetMs"":226299},{""eventType"":""playing"",""sessionOffsetMs"":266043,""mediaOffsetMs"":44377},{""eventType"":""paused"",""sessionOffsetMs"":961134,""mediaOffsetMs"":739434},{""eventType"":""reposition"",""sessionOffsetMs"":961134,""mediaOffsetMs"":729425},{""eventType"":""playing"",""sessionOffsetMs"":970411,""mediaOffsetMs"":538412},{""eventType"":""paused"",""sessionOffsetMs"":1134470,""mediaOffsetMs"":702469},{""eventType"":""reposition"",""sessionOffsetMs"":1134470,""mediaOffsetMs"":692466},{""eventType"":""playing"",""sessionOffsetMs"":1136942,""mediaOffsetMs"":678219},{""eventType"":""paused"",""sessionOffsetMs"":1140645,""mediaOffsetMs"":681930},{""eventType"":""playing"",""sessionOffsetMs"":1388740,""mediaOffsetMs"":681930},{""eventType"":""paused"",""sessionOffsetMs"":1495333,""mediaOffsetMs"":788406},{""eventType"":""reposition"",""sessionOffsetMs"":1495333,""mediaOffsetMs"":778402},{""eventType"":""playing"",""sessionOffsetMs"":1495570,""mediaOffsetMs"":778402},{""eventType"":""paused"",""sessionOffsetMs"":1496061,""mediaOffsetMs"":781307},{""eventType"":""reposition"",""sessionOffsetMs"":1496061,""mediaOffsetMs"":761306},{""eventType"":""playing"",""sessionOffsetMs"":1501457,""mediaOffsetMs"":719719},{""eventType"":""paused"",""sessionOffsetMs"":1996740,""mediaOffsetMs"":1215003},{""eventType"":""playing"",""sessionOffsetMs"":1997662,""mediaOffsetMs"":1215003},{""eventType"":""paused"",""sessionOffsetMs"":1998587,""mediaOffsetMs"":1215750},{""eventType"":""reposition"",""sessionOffsetMs"":2002041,""mediaOffsetMs"":1180000},{""eventType"":""playing"",""sessionOffsetMs"":2003111,""mediaOffsetMs"":1178886},{""eventType"":""paused"",""sessionOffsetMs"":2004829,""mediaOffsetMs"":1180859},{""eventType"":""stopped"",""sessionOffsetMs"":3344629,""mediaOffsetMs"":1180859}]"
Dad,Dune: Part Two_hook_primary_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:27:46,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1559,""mediaOffsetMs"":0}]"
Dad,"Suits: Season 6: ""Spain""",Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:27:45,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2591,""mediaOffsetMs"":0}]"
Dad,Dune: Part Two_hook_primary_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:27:43,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1581,""mediaOffsetMs"":0}]"
Dad,Dune: Part Two_hook_primary_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:26:24,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":635},{""eventType"":""stopped"",""sessionOffsetMs"":1550,""mediaOffsetMs"":635}]"
Dad,Dune: Part Two,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:26:24,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3438,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":12395,""mediaOffsetMs"":8969},{""eventType"":""stopped"",""sessionOffsetMs"":20541,""mediaOffsetMs"":8969}]"
Dad,The Big Short_hook_primary_16x9_backfill,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:26:19,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1844,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2453,""mediaOffsetMs"":635},{""eventType"":""stopped"",""sessionOffsetMs"":5483,""mediaOffsetMs"":608}]"
Dad,First Man_hook_01_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:26:16,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1466,""mediaOffsetMs"":0}]"
Dad,Announcement: The Irishman,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:26:15,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1384,""mediaOffsetMs"":0}]"
Dad,High Context Clip: The Greatest Night in Pop,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:26:06,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2054,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9201,""mediaOffsetMs"":7161},{""eventType"":""stopped"",""sessionOffsetMs"":10664,""mediaOffsetMs"":7161}]"
Dad,Clip 7: Uprising,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:25:20,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1720,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":45216,""mediaOffsetMs"":43501},{""eventType"":""stopped"",""sessionOffsetMs"":45704,""mediaOffsetMs"":43501}]"
Dad,Moneyball_hook_02_16x9_backfill,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:25:18,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1472,""mediaOffsetMs"":0}]"
Dad,Clip 7: Uprising,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:25:15,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2616,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3743,""mediaOffsetMs"":1161},{""eventType"":""stopped"",""sessionOffsetMs"":5077,""mediaOffsetMs"":1125}]"
Dad,Clip 4: STRAW,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:25:13,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1645,""mediaOffsetMs"":0}]"
Dad,Season 1 Genre Specific Moment Clip 4: 3 Body Problem,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:25:03,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1513,""mediaOffsetMs"":0}]"
Dad,Season 4 Franchise Trailer: The Umbrella Academy,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:25:00,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1811,""mediaOffsetMs"":0}]"
Dad,Season 2 Clip 4: The Recruit,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:24:59,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1599,""mediaOffsetMs"":0}]"
Dad,Season 1 Genre Specific Moment Clip 4: 3 Body Problem,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:24:58,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1301,""mediaOffsetMs"":0}]"
Dad,Clip 4: STRAW,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:24:58,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1624,""mediaOffsetMs"":0}]"
Dad,The Mysterious,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:24:57,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1559,""mediaOffsetMs"":0}]"
Dad,Season 4 Franchise Trailer: The Umbrella Academy,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:24:54,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1723,""mediaOffsetMs"":0}]"
Dad,Season 2 Clip 4: The Recruit,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:24:52,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2161,""mediaOffsetMs"":0}]"
Dad,Trailer: STRAW,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:22:15,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3498,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3849,""mediaOffsetMs"":702},{""eventType"":""reposition"",""sessionOffsetMs"":4200,""mediaOffsetMs"":3971},{""eventType"":""playing"",""sessionOffsetMs"":7698,""mediaOffsetMs"":3971},{""eventType"":""playing"",""sessionOffsetMs"":7741,""mediaOffsetMs"":3967},{""eventType"":""paused"",""sessionOffsetMs"":11770,""mediaOffsetMs"":8042},{""eventType"":""playing"",""sessionOffsetMs"":15117,""mediaOffsetMs"":8042},{""eventType"":""paused"",""sessionOffsetMs"":41574,""mediaOffsetMs"":34458},{""eventType"":""playing"",""sessionOffsetMs"":42964,""mediaOffsetMs"":34458},{""eventType"":""paused"",""sessionOffsetMs"":74693,""mediaOffsetMs"":66096},{""eventType"":""reposition"",""sessionOffsetMs"":74693,""mediaOffsetMs"":56087},{""eventType"":""paused"",""sessionOffsetMs"":75074,""mediaOffsetMs"":56087},{""eventType"":""reposition"",""sessionOffsetMs"":78109,""mediaOffsetMs"":50000},{""eventType"":""playing"",""sessionOffsetMs"":79445,""mediaOffsetMs"":49716},{""eventType"":""paused"",""sessionOffsetMs"":80488,""mediaOffsetMs"":50760},{""eventType"":""playing"",""sessionOffsetMs"":99403,""mediaOffsetMs"":50760},{""eventType"":""stopped"",""sessionOffsetMs"":155508,""mediaOffsetMs"":104103}]"
Dad,STRAW,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:22:12,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3484,""mediaOffsetMs"":0}]"
Dad,Clip 4: STRAW,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:22:10,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1462,""mediaOffsetMs"":0}]"
Dad,Main Character Intro Clip: Stranger Things 4 Volume 2,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:22:02,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1750,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":7783,""mediaOffsetMs"":6037},{""eventType"":""stopped"",""sessionOffsetMs"":9126,""mediaOffsetMs"":6002}]"
Dad,Season 4 Franchise Trailer: The Umbrella Academy,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:22:00,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2096,""mediaOffsetMs"":0}]"
Dad,Main Character Intro Clip: Stranger Things 4 Volume 2,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:58,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2082,""mediaOffsetMs"":0}]"
Dad,Clip 4: STRAW,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:58,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1813,""mediaOffsetMs"":0}]"
Dad,Clip 4: STRAW,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:56,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1892,""mediaOffsetMs"":0}]"
Dad,Season 2 Clip 5: Mo,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:13,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1183,""mediaOffsetMs"":0}]"
Dad,Limited Series Clip 3: Missing You,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:12,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2156,""mediaOffsetMs"":0}]"
Dad,Comedy Clip 4: Ricky Gervais: Armageddon,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:09,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2148,""mediaOffsetMs"":0}]"
Dad,Four Brothers_​​hook_primary_backfill,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:03,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2096,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6588,""mediaOffsetMs"":4518},{""eventType"":""stopped"",""sessionOffsetMs"":8033,""mediaOffsetMs"":4504}]"
Dad,Dream Scenario_hook_primary_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:21:00,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1676,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2303,""mediaOffsetMs"":640},{""eventType"":""stopped"",""sessionOffsetMs"":3850,""mediaOffsetMs"":541}]"
Dad,Clip 2: The Life List,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:59,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1617,""mediaOffsetMs"":0}]"
Dad,Le Chant du Loup (Trailer),Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:58,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1645,""mediaOffsetMs"":0}]"
Dad,Mad Men: Season 1_hook_primary_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:57,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1780,""mediaOffsetMs"":0}]"
Dad,Season 2 Teaser: The Diplomat,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:54,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1761,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2462,""mediaOffsetMs"":715},{""eventType"":""stopped"",""sessionOffsetMs"":4197,""mediaOffsetMs"":559}]"
Dad,Season 1 Villain / Antagonist Clip: The cage,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:51,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1880,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3962,""mediaOffsetMs"":2091},{""eventType"":""stopped"",""sessionOffsetMs"":5371,""mediaOffsetMs"":2091}]"
Dad,Cliffhanger Clip: Rebel Moon — Part One: A Child of Fire,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:49,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1581,""mediaOffsetMs"":0}]"
Dad,Rampage_hook_01_16x9_backfill,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:46,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1439,""mediaOffsetMs"":0}]"
Dad,Mission: Impossible - Ghost Protocol_hook_primary_16x9,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:37,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1711,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9635,""mediaOffsetMs"":7928},{""eventType"":""stopped"",""sessionOffsetMs"":11050,""mediaOffsetMs"":7928}]"
Dad,The Siege of Jadotville (Trailer),Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:34,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1751,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2368,""mediaOffsetMs"":641},{""eventType"":""stopped"",""sessionOffsetMs"":3742,""mediaOffsetMs"":619}]"
Dad,Clip 7: Uprising,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:19,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1957,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":15283,""mediaOffsetMs"":13329},{""eventType"":""stopped"",""sessionOffsetMs"":16603,""mediaOffsetMs"":13303}]"
Dad,Shooter_hook_primary_backfill,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:18,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1215,""mediaOffsetMs"":0}]"
Dad,Clip 5: The Lost Children,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:12,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2177},{""eventType"":""stopped"",""sessionOffsetMs"":1096,""mediaOffsetMs"":2177}]"
Dad,Teaser 2: The Gray Man,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:12,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1869,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3864,""mediaOffsetMs"":2049},{""eventType"":""stopped"",""sessionOffsetMs"":5377,""mediaOffsetMs"":1941}]"
Dad,Clip 5: Don't Die: The Many Lives of Bryan Johnson,Samsung CE 2023 Kant-SU2e UHD TV Smart TV,2025-06-10 17:20:06,DK,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2163,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4338,""mediaOffsetMs"":2177},{""eventType"":""stopped"",""sessionOffsetMs"":5661,""mediaOffsetMs"":2051}]"
