Contact Start Utc Ts,Contact End Utc Ts,Negative Survey Response Count,Survey Response Count,Language,End State,Cancel Reason,Cancel Reason Explained
2023-08-31 08:11:18,2023-08-31 08:48:06,0,0,Unknown,Unknown,,
