Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFAPPL-02-IPHONE14=5-68191CF2C6994A1F2B4B90C75255DCCAFFB6E01094FE98533EC36BFE81A6920B,APPLE_iPhone14-5,APPLE_iPhone14-5,83.137.6.171,DK,Denmark,?,2025-02-07 11:33:12
NFAPPL-02-IPHONE14=5-68191CF2C6994A1F2B4B90C75255DCCAFFB6E01094FE98533EC36BFE81A6920B,APPLE_iPhone14-5,APPLE_iPhone14-5,83.137.6.169,DK,Denmark,?,2025-02-09 10:18:52
NFAPPL-02-IPHONE14=5-68191CF2C6994A1F2B4B90C75255DCCAFFB6E01094FE98533EC36BFE81A6920B,APPLE_iPhone14-5,APPLE_iPhone14-5,185.96.183.195,DK,Hovedstaden,KOBENHAVN,2025-02-07 06:11:30
NFAPPL-02-IPHONE14=5-68191CF2C6994A1F2B4B90C75255DCCAFFB6E01094FE98533EC36BFE81A6920B,APPLE_iPhone14-5,APPLE_iPhone14-5,93.189.114.202,HU,Budapest,BUDAPEST,2025-02-07 14:29:00
NFAPPL-02-IPHONE14=5-68191CF2C6994A1F2B4B90C75255DCCAFFB6E01094FE98533EC36BFE81A6920B,APPLE_iPhone14-5,APPLE_iPhone14-5,139.28.87.79,FR,Hauts-De-France,LILLE,2025-01-23 04:16:23
NFAPPL-02-IPHONE14=5-68191CF2C6994A1F2B4B90C75255DCCAFFB6E01094FE98533EC36BFE81A6920B,APPLE_iPhone14-5,APPLE_iPhone14-5,130.225.188.130,DK,Hovedstaden,KOBENHAVN,2025-02-20 13:21:43
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8004:6bc0:2f7c:481b:5231:322d:689b,AU,Victoria,MELBOURNE,2025-06-13 08:52:56
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8004:6be0:7b24:e9fd:36e2:4267:52b3,AU,Victoria,HORSHAM,2025-06-07 01:11:51
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8004:6bc0:2f7c:f8c3:242b:31ce:dc58,AU,Victoria,MELBOURNE,2025-06-14 05:07:24
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8003:4b98:3300:c476:bb7f:f4b2:6067,AU,Victoria,MELBOURNE,2025-06-18 09:33:39
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8003:4b98:3300:8557:dae6:5781:94d3,AU,Victoria,MELBOURNE,2025-06-03 23:36:43
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8004:1202:f3ef:e55c:ba89:b5d8:adf7,AU,Victoria,GEELONG,2025-02-16 05:51:41
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8004:1202:f3ef:141a:6049:aa18:c9a4,AU,Victoria,GEELONG,2025-02-16 05:28:48
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8003:4b98:3300:5ccd:c0a8:2af1:f736,AU,Victoria,MELBOURNE,2025-05-07 03:57:19
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,62.97.203.82,NO,Vestland,BERGEN,2025-04-18 16:57:22
NFAPPL-02-IPHONE17=1-050E667899CEFF83E51C3824A0C34707BA5B42CC815BBFE00E04EF53F3E9174C,APPLE_iPhone17-1,APPLE_iPhone17-1,138.130.14.110,AU,Victoria,MELBOURNE,2025-04-28 06:00:52
NFAPPL-02-IPHONE17=1-36822323A34911B293E13A57B8D5AC47BEB477E05E9026F5B086B9BFE70D2304,APPLE_iPhone17-1,APPLE_iPhone17-1,2001:8003:4b98:3300:d5b:d374:b088:e010,AU,Victoria,MELBOURNE,2025-06-14 11:18:31
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,121.221.136.68,AU,Victoria,MELBOURNE,2024-11-02 11:29:45
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:b85c:46bc:d98:ffd2,AU,Victoria,MELBOURNE,2024-10-30 08:54:17
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4b98:3300:9072:ba55:61a7:e16c,AU,Victoria,MELBOURNE,2025-05-26 09:25:15
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:78b2:830c:6770:f793,AU,Victoria,MELBOURNE,2024-12-19 23:06:31
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:1d94:7253:ef72:38a9,AU,Victoria,MELBOURNE,2024-08-31 23:38:17
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4b98:3300:6068:320c:664b:f9e9,AU,Victoria,MELBOURNE,2025-06-06 09:03:20
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:4caf:d740:1aa:1e06,AU,Victoria,MELBOURNE,2024-08-29 10:13:20
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4b98:3300:a433:e8c:97d6:9021,AU,Victoria,MELBOURNE,2025-06-10 06:14:32
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:99a8:27a7:8c77:69c8,AU,Victoria,MELBOURNE,2024-10-31 07:38:55
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4b98:3300:78a3:aeca:ca02:91ef,AU,Victoria,MELBOURNE,2025-05-31 09:48:28
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:f46a:fac4:2692:936a,AU,Victoria,MELBOURNE,2024-11-04 04:19:22
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,115.124.4.66,AU,Victoria,MELBOURNE,2025-05-29 02:34:04
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:f5e5:ef13:35ef:76e0,AU,Victoria,MELBOURNE,2024-08-25 05:20:01
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,101.178.23.202,AU,Victoria,MELBOURNE,2024-08-25 06:06:03
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d8b:89b8:ac99:7bfd,AU,Victoria,MELBOURNE,2024-11-01 09:27:10
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,2001:8003:4f0f:db01:d3d:1737:8670:d653,AU,Victoria,WARRAGUL,2024-11-01 23:19:25
NFCDCH-02-KQGP9037NC9AX70PMF6FRQQUCV0K4C,chrome-cadmium,chrome-cadmium,172.105.176.158,AU,New South Wales,SYDNEY,2025-03-06 23:07:21
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:3c19:d93e:ebec:5a94,AU,Victoria,MELBOURNE,2024-09-22 11:34:43
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:f19b:fb01:a540:32,AU,Victoria,MELBOURNE,2025-02-08 04:26:43
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:cd1c:b3be:9e58:55d7,AU,Victoria,MELBOURNE,2024-09-19 05:49:18
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:a559:71a2:26d:24bb,AU,Victoria,MELBOURNE,2024-10-19 08:07:50
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:b1f5:a7d2:53b5:ffba,AU,Victoria,MELBOURNE,2024-11-16 08:52:32
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:515a:c8e8:ba02:aaac,AU,Victoria,MELBOURNE,2024-09-29 02:20:49
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:4544:519:5dae:f81a,AU,Victoria,MELBOURNE,2024-12-09 10:24:47
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:dcb5:2bb8:cf24:9ccb,AU,Victoria,MELBOURNE,2024-10-31 08:50:00
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:ac5f:614e:e5a9:8d63,AU,Victoria,MELBOURNE,2024-09-13 05:26:03
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d21:1a31:13d4:717b,AU,Victoria,MELBOURNE,2024-10-19 08:07:53
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d60:a1d7:a882:7653,AU,Victoria,MELBOURNE,2024-09-16 09:37:29
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d557:9c0a:f60a:e325,AU,Victoria,MELBOURNE,2024-11-08 08:08:46
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:116b:350d:c07d:2c53,AU,Victoria,MELBOURNE,2024-10-04 23:42:23
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:c4be:118:21cf:b41a,AU,Victoria,MELBOURNE,2024-09-12 09:51:43
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:f99c:b5d5:bf27:9361,AU,Victoria,MELBOURNE,2024-10-22 09:31:31
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d5e2:933e:e2f9:67ec,AU,Victoria,MELBOURNE,2024-10-23 09:27:56
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:911c:5ba1:a66c:8825,AU,Victoria,MELBOURNE,2024-10-20 01:35:37
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:8f6:951:e4bf:f12,AU,Victoria,MELBOURNE,2024-09-17 02:55:49
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:8413:770a:dada:46c9,AU,Victoria,MELBOURNE,2024-10-07 05:56:08
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d5b3:9d9a:fc7d:b25,AU,Victoria,MELBOURNE,2024-10-20 00:18:53
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:ccc8:fb27:54eb:7eef,AU,Victoria,MELBOURNE,2024-09-04 00:39:28
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:7d49:b862:6e48:688,AU,Victoria,MELBOURNE,2024-10-24 08:03:45
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:55d5:cc98:fafa:807d,AU,Victoria,MELBOURNE,2024-09-30 07:49:27
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:7532:7b79:83e3:4f19,AU,Victoria,MELBOURNE,2024-10-17 01:17:38
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:9c3b:1491:8d85:6ca0,AU,Victoria,MELBOURNE,2024-12-07 06:27:24
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:e5f7:e2a:50c3:a5ee,AU,Victoria,MELBOURNE,2024-09-15 01:37:49
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:c9fc:752f:f624:b180,AU,Victoria,MELBOURNE,2024-12-05 01:54:30
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:4893:387a:58d4:cae3,AU,Victoria,MELBOURNE,2024-10-04 06:16:29
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:2048:4d19:4f47:5f6d,AU,Victoria,MELBOURNE,2024-09-10 04:28:36
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:f05e:fd39:4795:fa,AU,Victoria,MELBOURNE,2024-10-01 23:07:02
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:f806:529:f83d:3cfd,AU,Victoria,MELBOURNE,2025-01-05 12:40:31
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:85d1:d5f9:d79:b0ab,AU,Victoria,MELBOURNE,2024-10-06 03:27:59
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,101.178.23.202,AU,Victoria,MELBOURNE,2024-10-06 03:46:42
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:1d3:6b6e:c9af:d118,AU,Victoria,MELBOURNE,2024-10-28 07:30:11
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:61fd:cefa:2a41:c9ab,AU,Victoria,MELBOURNE,2024-11-21 08:26:52
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:394d:994:239c:ffaf,AU,Victoria,MELBOURNE,2024-11-04 09:25:09
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:14ec:8e62:e562:5a2d,AU,Victoria,MELBOURNE,2024-09-12 09:51:57
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:211f:a2ad:1ae4:8a75,AU,Victoria,MELBOURNE,2024-10-09 08:25:44
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:e480:158:64b8:34bf,AU,Victoria,MELBOURNE,2024-09-09 00:22:14
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:b138:2bfa:2f24:d61c,AU,Victoria,MELBOURNE,2024-10-14 09:39:08
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:5923:c15d:32f5:25d1,AU,Victoria,MELBOURNE,2024-10-12 02:56:45
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:b8a6:d2c3:3cc1:2e43,AU,Victoria,MELBOURNE,2024-09-25 11:14:26
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d4c7:76d2:9350:75fb,AU,Victoria,MELBOURNE,2024-10-30 11:23:32
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:3c51:9ec0:acb3:f6c2,AU,Victoria,MELBOURNE,2024-10-13 08:02:57
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:d07c:ba4a:cbbd:acf4,AU,Victoria,MELBOURNE,2024-10-12 23:35:48
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:2c7a:401:56cd:4b03,AU,Victoria,MELBOURNE,2024-09-21 01:29:34
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:bcc5:9791:3357:87f9,AU,Victoria,MELBOURNE,2024-09-21 00:58:46
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:21a1:150a:55be:6c10,AU,Victoria,MELBOURNE,2024-10-22 08:36:13
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:e81e:673e:e76e:28b3,AU,Victoria,MELBOURNE,2024-09-25 06:38:43
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:1c2b:41f0:2063:ad92,AU,Victoria,MELBOURNE,2024-10-08 09:16:45
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:50f8:2e2b:1e52:bf1c,AU,Victoria,MELBOURNE,2024-09-18 09:53:03
NFCDCH-02-KUFV8ZC59ED1XK1P2HFE1266RM4V4R,chrome-cadmium,chrome-cadmium,2001:8003:4a3f:5000:78b1:7bef:4c9e:4e36,AU,Victoria,MELBOURNE,2024-10-18 01:44:05
NFCDCH-02-LVFC1HPD6ED75UYU1RHXEKQ16YL2CJ,,,130.225.188.129,DK,Hovedstaden,KOBENHAVN,2025-02-20 13:21:11
NFCDCH-02-M4CVQXJUYNXN7A8X5CPT2DWVQHLPH3,chrome-cadmium,chrome-cadmium,185.96.183.195,DK,Hovedstaden,KOBENHAVN,2025-06-08 20:15:15
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b15:2100:d1e8:dd00:9894:bbd9,AU,Victoria,MELBOURNE,2025-03-20 04:56:10
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b15:2100:88b7:e11:c3ea:a4fe,AU,Victoria,MELBOURNE,2025-03-30 11:24:36
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:c145:e433:e3f:af23:cf72:1f9:a48f,AU,New South Wales,SYDNEY,2025-05-05 22:39:50
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4a3f:5000:f919:155e:d66f:35f1,AU,Victoria,MELBOURNE,2025-02-22 06:09:28
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:89ac:ab63:c4cd:1a78,AU,Victoria,MELBOURNE,2025-04-30 05:28:33
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:c140:6511:6bba:9c2b:f9c2:9111:c11c,AU,New South Wales,SYDNEY,2025-05-05 06:42:04
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:c140:2e5:ad02:cd3a:57bf:e511:6bba,AU,New South Wales,SYDNEY,2025-05-05 06:01:13
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:159e:c3f0:68bf:7246,AU,Victoria,MELBOURNE,2025-05-07 06:13:58
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:c140:62ec:f7c:2215:3a6:2c2c:46f6,AU,New South Wales,SYDNEY,2025-05-05 03:38:30
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:c140:201b:2224:2e5:ad02:cd3a:57bf,AU,New South Wales,SYDNEY,2025-05-05 05:42:08
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:2883:2da9:1103:4d80:a101:40a:59e3,AU,New South Wales,SYDNEY,2025-02-20 06:34:08
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4a3f:5000:6895:3363:f867:854,AU,Victoria,MELBOURNE,2025-01-06 05:44:46
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b15:2100:a863:201e:97d:4341,AU,Victoria,MELBOURNE,2025-03-24 07:11:45
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:a1f0:b2ea:c570:2c5e,AU,Victoria,MELBOURNE,2025-05-28 08:55:21
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b15:2100:fcae:863b:65ea:96fa,AU,Victoria,MELBOURNE,2025-03-20 04:55:50
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:2d31:9cb:4a05:623f,AU,Victoria,MELBOURNE,2025-05-07 03:49:13
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:3116:670c:8db9:edd5,AU,Victoria,MELBOURNE,2025-06-04 04:29:58
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:c140:4d3a:57bf:e511:6bba:9c2b:f9c2,AU,New South Wales,SYDNEY,2025-05-05 06:16:06
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2a13:c140:63bd:f121:e2ec:f7c:2215:3a6,AU,New South Wales,SYDNEY,2025-05-05 03:34:14
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:7d46:25f3:7e1d:6fd5,AU,Victoria,MELBOURNE,2025-04-30 05:28:23
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:8c42:916:6767:ff44,AU,Victoria,MELBOURNE,2025-04-30 04:31:56
NFCDFF-02-JP4GJ31PMX1HGHL4CPFN5YLXTEM3FP,firefox-cadmium,firefox-cadmium,2001:8003:4b98:3300:31df:941b:d0bb:c6db,AU,Victoria,MELBOURNE,2025-05-07 06:06:20
NFCDFF-02-LQPVEHRD6PU9ANDDDD77YM5J3U8JHU,,,2001:8003:4a3f:5000:6895:3363:f867:854,AU,Victoria,MELBOURNE,2025-01-06 05:44:40
NFCDFF-02-M139XALDC04FDH406J3RF4AXF2NTAN,,,2001:8003:4b98:3300:7d46:25f3:7e1d:6fd5,AU,Victoria,MELBOURNE,2025-04-30 04:31:51
NFCDIE-03-L9Q6T1A8MJ3NLD29103E50CY9TR75U,edge-cadmium,edge-cadmium,101.188.99.63,AU,Victoria,MELBOURNE,2024-08-26 13:30:35
NFCDIE-03-L9Q6T1A8MJ3NLD29103E50CY9TR75U,edge-cadmium,edge-cadmium,118.139.85.182,AU,Victoria,MELBOURNE,2024-09-17 05:18:44
NFCDIE-03-L9Q6T1A8MJ3NLD29103E50CY9TR75U,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:542d:84f7:6b6c:94a8,AU,Victoria,MELBOURNE,2024-08-29 15:03:01
NFCDIE-03-L9Q6T1A8MJ3NLD29103E50CY9TR75U,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:9828:5d5b:c8fb:c91c,AU,Victoria,MELBOURNE,2024-09-13 07:07:16
NFCDIE-03-L9Q6T1A8MJ3NLD29103E50CY9TR75U,edge-cadmium,edge-cadmium,124.188.88.202,AU,Victoria,MELBOURNE,2024-11-16 09:40:46
NFCDIE-03-L9Q6T1A8MJ3NLD29103E50CY9TR75U,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:8970:46b:47dd:76d7,AU,Victoria,MELBOURNE,2024-08-30 13:32:23
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,124.188.88.202,AU,Victoria,MELBOURNE,2024-12-29 09:23:09
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:9cd2:401b:8f99:5400,AU,Victoria,MELBOURNE,2024-12-16 23:17:17
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,217.116.93.140,NO,Vestland,STRYN,2025-04-19 08:55:58
