Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:cd8d:8fa7:c587:45f7,AU,Victoria,MELBOURNE,2024-12-15 00:28:07
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,87.48.131.222,DK,Hovedstaden,KOBENHAVN,2025-01-27 10:57:57
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:cd7a:9891:c10e:1717,AU,Victoria,MELBOURNE,2025-01-11 10:31:12
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,130.225.188.129,DK,Hovedstaden,KOBENHAVN,2025-02-20 13:18:05
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:49b1:f008:ef41:435b,AU,Victoria,MELBOURNE,2025-01-04 07:37:26
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:502c:782c:ed4:fcda,AU,Victoria,MELBOURNE,2024-12-20 01:10:15
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:e9f3:6d14:67a3:eab7,AU,Victoria,MELBOURNE,2024-12-14 07:58:04
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:e119:1712:cf19:949a,AU,Victoria,MELBOURNE,2025-01-09 11:38:11
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:a517:9135:ef58:1711,AU,Victoria,MELBOURNE,2024-12-31 07:03:35
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:d97:2fa7:e006:e03c,AU,Victoria,MELBOURNE,2025-01-11 10:22:13
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:fdd2:114f:4c94:1720,AU,Victoria,MELBOURNE,2025-01-07 11:27:07
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:b808:69bb:6508:504,AU,Victoria,MELBOURNE,2024-12-16 00:23:45
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:1188:cd4e:45d5:65d6,AU,Victoria,MELBOURNE,2025-01-10 12:13:14
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,185.96.183.195,DK,Hovedstaden,KOBENHAVN,2025-02-02 13:11:38
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:950d:918d:c48:2089,AU,Victoria,MELBOURNE,2025-01-05 00:48:14
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:8ca7:7b8e:9077:6e59,AU,Victoria,MELBOURNE,2025-01-06 02:11:00
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:290b:9cad:ea56:996f,AU,Victoria,MELBOURNE,2025-01-11 10:19:00
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,101.178.23.202,AU,Victoria,MELBOURNE,2024-12-16 03:20:30
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:3d55:242b:c3d7:7a72,AU,Victoria,MELBOURNE,2025-01-06 05:20:01
NFCDIE-03-LNUFL8YF4J6EQJ3HENRP5228DHV2P4,edge-cadmium,edge-cadmium,2001:8003:4a3f:5000:ec68:7b50:bf6:7237,AU,Victoria,MELBOURNE,2025-01-06 02:16:39
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,2001:8003:4a3f:5000:456f:8d9c:337e:1801,AU,Victoria,MELBOURNE,2024-11-08 03:12:42
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,2001:8003:4a3f:5000:a829:5015:c2db:a1d8,AU,Victoria,MELBOURNE,2024-09-16 13:48:19
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,2001:8003:4a3f:5000:307a:27e0:b116:1106,AU,Victoria,MELBOURNE,2024-09-02 10:32:08
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,101.178.23.202,AU,Victoria,MELBOURNE,2025-01-11 10:44:05
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,2001:8003:4a3f:5000:896f:3bbd:5219:e5c1,AU,Victoria,MELBOURNE,2025-01-11 10:31:23
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,2001:8003:4a3f:5000:6d9d:bd1a:1929:29b9,AU,Victoria,MELBOURNE,2024-12-17 00:27:17
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,2001:8003:4a3f:5000:6cf9:5adb:d4b2:346d,AU,Victoria,MELBOURNE,2024-11-08 09:37:58
NFPS4-001-9RFNYGP9Q6JTAK54XX8Z2ZLXER,PS4 Pollux,PS4 Pollux,2001:8003:4a3f:5000:a5f2:5301:e253:47da,AU,Victoria,MELBOURNE,2024-08-25 12:02:58
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:4942:ef63:7b6e:5c5f,AU,Victoria,MELBOURNE,2025-01-03 13:04:39
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:941f:31a4:94a1:6b4f,AU,Victoria,MELBOURNE,2025-02-13 12:50:48
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:c89f:56bc:56e:3970,AU,Victoria,MELBOURNE,2024-11-17 12:23:43
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:35e6:a8a3:169c:3a5,AU,Victoria,MELBOURNE,2025-01-04 03:23:08
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:f0c0:d784:d884:d658,AU,Victoria,MELBOURNE,2024-11-02 11:22:54
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:5cb4:e178:c7a9:9ff4,AU,Victoria,MELBOURNE,2024-12-21 03:45:43
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:c90a:f52:3457:dde1,AU,Victoria,MELBOURNE,2025-01-20 05:46:21
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:41b0:730:ea55:b5c9,AU,Victoria,MELBOURNE,2024-09-08 06:57:56
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:28c1:30df:50ca:47a1,AU,Victoria,MELBOURNE,2024-12-23 01:12:25
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:b128:2ca3:ae4c:c35,AU,Victoria,MELBOURNE,2025-02-17 07:14:40
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:f9e3:aa09:dafd:df84,AU,Victoria,MELBOURNE,2025-01-25 16:17:24
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:51a4:4f97:8a28:94d5,AU,Victoria,MELBOURNE,2025-01-27 04:21:12
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:80e9:e3bc:4b51:fbeb,AU,Victoria,MELBOURNE,2024-12-20 03:32:03
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:d8c5:ebda:e27:faf8,AU,Victoria,MELBOURNE,2025-03-15 04:41:16
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:455f:4fac:4e27:ab8f,AU,Victoria,MELBOURNE,2025-01-03 03:20:53
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:e438:1202:5c8e:5877,AU,Victoria,MELBOURNE,2024-12-21 02:21:30
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:d71:45ef:92ba:9d0c,AU,Victoria,MELBOURNE,2024-12-27 07:12:39
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,101.178.23.202,AU,Victoria,MELBOURNE,2024-11-02 13:57:00
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:51a4:4f97:8a28:94d5,AU,Victoria,MELBOURNE,2025-01-27 04:13:45
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:80d3:595a:35d3:bb3c,AU,Victoria,MELBOURNE,2025-01-30 03:29:29
NFPS4-001-CA7FVMJHP3L64XFL2PZXN58CW8,PS4%E2%84%A2%20Pollux,PS4%E2%84%A2%20Pollux,2001:8003:4a3f:5000:9cfd:162f:ca39:f210,AU,Victoria,MELBOURNE,2025-02-22 03:01:58
SSTV-KUE1-0000000000000023918116,SAMSUNG_UE43AU7092UXXH,SAMSUNG_UE43AU7092UXXH,80.161.88.90,DK,Hovedstaden,KOBENHAVN,2025-04-21 19:32:58
SSTVNTC1==0000000000000021683652,SAMSUNG_TU43CU7095UXXC,SAMSUNG_TU43CU7095UXXC,152.115.88.6,DK,Hovedstaden,KOBENHAVN,2025-04-22 20:18:47
