Transaction Date,Service Period Start Date,Service Period End Date,Description,Payment Type,Mop Last 4,Mop Creation Date,Mop Pmt Processor Desc,Item Price Amt,Currency,Tax Amt,Gross Sale Amt,Pmt Txn Type,Pmt Status,Final Invoice Result,Country,Next Billing Date
2021-12-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-12-18,2021-12-19,2022-01-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2022-01-19
2021-11-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-11-18,2021-11-19,2021-12-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,NEW,SETTLED,AU,2021-12-19
2021-11-18,2021-11-19,2021-12-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-12-19
2021-11-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-10-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-10-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-10-18,2021-10-19,2021-11-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-11-19
2021-10-18,2021-10-19,2021-11-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,NEW,SETTLED,AU,2021-11-19
2021-09-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-09-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-09-18,2021-09-19,2021-10-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,NEW,SETTLED,AU,2021-10-19
2021-09-18,2021-09-19,2021-10-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-10-19
2021-08-18,2021-08-19,2021-09-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-09-19
2021-08-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-08-18,2021-08-19,2021-09-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,NEW,SETTLED,AU,2021-09-19
2021-08-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-07-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-07-18,2021-07-19,2021-08-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,NEW,SETTLED,AU,2021-08-19
2021-07-18,2021-07-19,2021-08-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-08-19
2021-07-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-06-18,2021-06-19,2021-07-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,NEW,SETTLED,AU,2021-07-19
2021-06-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-06-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-06-18,2021-06-19,2021-07-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-07-19
2021-05-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-05-18,2021-05-19,2021-06-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-06-19
2021-05-18,2021-05-19,2021-06-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,NEW,SETTLED,AU,2021-06-19
2021-05-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,NEW,,AU,
2021-04-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-04-18,2021-04-19,2021-05-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-05-19
2021-03-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-03-18,2021-03-19,2021-04-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-04-19
2021-02-18,2021-02-19,2021-03-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-03-19
2021-02-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-01-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2021-01-18,2021-01-19,2021-02-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-02-19
2020-12-18,2020-12-19,2021-01-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2021-01-19
2020-12-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2020-11-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2020-11-18,2020-11-19,2020-12-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2020-12-19
2020-10-18,2020-10-19,2020-11-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2020-11-19
2020-10-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2020-09-18,2020-09-19,2020-10-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2020-10-19
2020-09-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2020-08-18,2020-08-19,2020-09-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2020-09-19
2020-08-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2020-07-18,2020-07-19,2020-08-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,SALE,APPROVED,SETTLED,AU,2020-08-19
2020-07-18,,,payment_transaction,PAYPAL,B-0MC63273K7112941A,,,,AUD,,19.99,SALE,APPROVED,,AU,
2020-06-18,2020-06-19,2020-07-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2020-07-19
2020-05-18,2020-05-19,2020-06-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2020-06-19
2020-04-18,2020-04-19,2020-05-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2020-05-19
2020-03-18,2020-03-19,2020-04-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2020-04-19
2020-02-18,2020-02-19,2020-03-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2020-03-19
2020-01-18,2020-01-19,2020-02-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2020-02-19
2019-12-18,2019-12-19,2020-01-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2020-01-19
2019-11-18,2019-11-19,2019-12-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,19.99,AUD,1.82,19.99,,,SETTLED,AU,2019-12-19
2019-10-18,2019-10-19,2019-11-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-11-19
2019-09-18,2019-09-19,2019-10-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-10-19
2019-08-18,2019-08-19,2019-09-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-09-19
2019-07-18,2019-07-19,2019-08-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-08-19
2019-06-18,2019-06-19,2019-07-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-07-19
2019-05-18,2019-05-19,2019-06-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-06-19
2019-04-18,2019-04-19,2019-05-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-05-19
2019-03-18,2019-03-19,2019-04-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-04-19
2019-02-18,2019-02-19,2019-03-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-03-19
2019-01-18,2019-01-19,2019-02-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-02-19
2018-12-18,2018-12-19,2019-01-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2019-01-19
2018-11-18,2018-11-19,2018-12-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-12-19
2018-10-18,2018-10-19,2018-11-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-11-19
2018-09-18,2018-09-19,2018-10-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-10-19
2018-08-18,2018-08-19,2018-09-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-09-19
2018-07-18,2018-07-19,2018-08-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-08-19
2018-06-18,2018-06-19,2018-07-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-07-19
2018-05-18,2018-05-19,2018-06-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-06-19
2018-04-18,2018-04-19,2018-05-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-05-19
2018-03-18,2018-03-19,2018-04-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-04-19
2018-02-18,2018-02-19,2018-03-18,SUBSCRIPTION,PAYPAL,B-0MC63273K7112941A,,PAYPAL,17.99,AUD,1.64,17.99,,,SETTLED,AU,2018-03-19
